Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2015-09-02T20:00:00Z,NAIL,31.867881081,96,Market On Open,Filled,3059.316583776, 
2021-09-20T14:00:00Z,NAIL,75.51,-515,Market,Filled,-38887.65,Warning: No quote information available at 09/20/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-09-22T14:00:00Z,NAIL,75.9531,351,Market,Filled,26659.5381,Warning: No quote information available at 09/22/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-09-22T16:00:00Z,NAIL,76.87,160,Market,Filled,12299.2,Warning: No quote information available at 09/22/2021 12:00:00 America/New_York, order filled using TradeBar data 
2021-09-28T15:00:00Z,NAIL,72.5,-511,Market,Filled,-37047.5,Warning: No quote information available at 09/28/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-10-05T14:00:00Z,NAIL,66.01,385,Market,Filled,25413.85,Warning: No quote information available at 10/05/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-10-06T19:00:00Z,NAIL,67.26,174,Market,Filled,11703.24,Warning: No quote information available at 10/06/2021 15:00:00 America/New_York, order filled using TradeBar data 
2021-10-12T14:00:00Z,NAIL,67.7,-383,Market,Filled,-25929.1,Warning: No quote information available at 10/12/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-10-12T15:00:00Z,NAIL,68.6658,377,Market,Filled,25887.0066,Warning: No quote information available at 10/12/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-11-23T16:00:00Z,NAIL,104.24,-382,Market,Filled,-39819.68,Warning: No quote information available at 11/23/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-11-23T19:00:00Z,NAIL,107.064,362,Market,Filled,38757.168,Warning: No quote information available at 11/23/2021 14:00:00 America/New_York, order filled using TradeBar data 
2021-11-26T15:00:00Z,NAIL,102.02,-533,Market,Filled,-54376.66,Warning: No quote information available at 11/26/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-12-01T15:00:00Z,NAIL,102.84,363,Market,Filled,37330.92,Warning: No quote information available at 12/01/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-12-01T16:00:00Z,NAIL,103.46,166,Market,Filled,17174.36,Warning: No quote information available at 12/01/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-12-01T21:00:00Z,NAIL,99.57,-166,Market On Open,Filled,-16528.62, 
2021-12-02T15:00:00Z,NAIL,103.28,161,Market,Filled,16628.08,Warning: No quote information available at 12/02/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-12-13T18:00:00Z,NAIL,119.22,-360,Market,Filled,-42919.2,Warning: No quote information available at 12/13/2021 13:00:00 America/New_York, order filled using TradeBar data 
2021-12-14T15:00:00Z,NAIL,115.36,-164,Market,Filled,-18919.04,Warning: No quote information available at 12/14/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-12-21T18:00:00Z,NAIL,104.25,403,Market,Filled,42012.75,Warning: No quote information available at 12/21/2021 13:00:00 America/New_York, order filled using TradeBar data 
2021-12-22T16:00:00Z,NAIL,109.84,175,Market,Filled,19222,Warning: No quote information available at 12/22/2021 11:00:00 America/New_York, order filled using TradeBar data 
2022-01-03T15:00:00Z,NAIL,119,-396,Market,Filled,-47124,Warning: No quote information available at 01/03/2022 10:00:00 America/New_York, order filled using TradeBar data 
2022-01-03T16:00:00Z,NAIL,116.03,-182,Market,Filled,-21117.46,Warning: No quote information available at 01/03/2022 11:00:00 America/New_York, order filled using TradeBar data 
2022-01-05T16:00:00Z,NAIL,121.31,561,Market,Filled,68054.91,Warning: No quote information available at 01/05/2022 11:00:00 America/New_York, order filled using TradeBar data 
2022-01-05T20:00:00Z,NAIL,112.51,-561,Market,Filled,-63118.11,Warning: No quote information available at 01/05/2022 15:00:00 America/New_York, order filled using TradeBar data 
2022-01-11T18:00:00Z,NAIL,97.11,446,Market,Filled,43311.06,Warning: No quote information available at 01/11/2022 13:00:00 America/New_York, order filled using TradeBar data 
2022-01-12T15:00:00Z,NAIL,101.845,196,Market,Filled,19961.62,Warning: No quote information available at 01/12/2022 10:00:00 America/New_York, order filled using TradeBar data 
2022-01-14T18:00:00Z,NAIL,94.18,-439,Market,Filled,-41345.02,Warning: No quote information available at 01/14/2022 13:00:00 America/New_York, order filled using TradeBar data 
2022-01-18T15:00:00Z,NAIL,87,-203,Market,Filled,-17661,Warning: No quote information available at 01/18/2022 10:00:00 America/New_York, order filled using TradeBar data 
2022-01-24T19:00:00Z,NAIL,74.28,546,Market,Filled,40556.88,Warning: No quote information available at 01/24/2022 14:00:00 America/New_York, order filled using TradeBar data 
2022-01-26T15:00:00Z,NAIL,78.1721,239,Market,Filled,18683.1319,Warning: No quote information available at 01/26/2022 10:00:00 America/New_York, order filled using TradeBar data 
2022-01-26T20:00:00Z,NAIL,69.85,-245,Market,Filled,-17113.25,Warning: No quote information available at 01/26/2022 15:00:00 America/New_York, order filled using TradeBar data 
2022-01-26T21:00:00Z,NAIL,68.04,-540,Market On Open,Filled,-36741.6, 
2022-01-28T21:00:00Z,NAIL,0,540,Market On Open,Submitted,0, 
